Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Chamba, M.V.M., Hua, Y., Katiyo, W.","55790652600; 8375027300; 55625883300","Oxidation and Structural Modification of Full-Fat and Defatted Flour Based Soy Protein Isolates Induced by Natural and Synthetic Extraction Chemicals",2014,"Food Biophysics",9,"3",,193,202,,9,10.1007/s11483-014-9333-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905114643&partnerID=40&md5=a6333532b7379852b65c0d0a3d020473",Article,Final,,Scopus,2-s2.0-84905114643
"Hassani, L., Fazeli, Z., Safaei, E., Rastegar, H., Akbari, M.","15727565400; 57193718611; 6505934752; 6603704708; 36942751900","A spectroscopic investigation of the interaction between c-MYC DNA and tetrapyridinoporphyrazinatozinc(II)",2014,"Journal of Biological Physics",40,"3",,275,283,,8,10.1007/s10867-014-9348-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904070607&partnerID=40&md5=4666fc2b670a73138cd31aa3529fed84",Article,Final,,Scopus,2-s2.0-84904070607
"Harada, J., Mizoguchi, T., Nomura, K., Tamiaki, H.","8901647100; 7201437707; 56190083000; 7006346090","Isolation and structural determination of C8-vinyl-bacteriochlorophyll d from the bciA and bchU double mutant of the green sulfur bacterium Chlorobaculum tepidum",2014,"Photosynthesis Research",121,"1",,13,23,,5,10.1007/s11120-014-0007-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902254405&partnerID=40&md5=8ca3774a6ac8bd684f5cefad5dc21156",Article,Final,,Scopus,2-s2.0-84902254405
"Peng, X., Sun, Y., Qi, W., Su, R., He, Z.","37117517300; 56045707700; 55584806685; 35249849000; 55543477900","Study of the interaction between coenzyme Q<inf>10</inf> and human serum albumin: Spectroscopic approach",2014,"Journal of Solution Chemistry",43,"3",,585,607,,13,10.1007/s10953-014-0146-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897405054&partnerID=40&md5=372c4b1beebdac49c811f491e20249d0",Article,Final,,Scopus,2-s2.0-84897405054
"Dobrowolski, J.C., Lipinski, P.J.F., Rode, J.E., Sadlej, J.","7101949610; 57189458583; 7005284105; 7003526275","α-Amino acids in water: A review of VCD And ROA spectra",2014,"Challenges and Advances in Computational Chemistry and Physics",14,"",,83,160,,4,10.1007/978-94-007-7832-0_5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85073165885&partnerID=40&md5=0fecc65fb27afb798d669aeae0243feb",Book Chapter,Final,,Scopus,2-s2.0-85073165885
"Imani, M., Bahrami, Y., Jaliani, H.Z., Ardestani, S.K.","22937244100; 56462828000; 55568883800; 35847312300","In Solution Cation-Induced Secondary and Tertiary Structure Alterations of Human Calprotectin",2014,"Protein Journal",33,"5",,465,473,,2,10.1007/s10930-014-9578-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919921425&partnerID=40&md5=575edacfeb683253362920880e2e7e9f",Article,Final,,Scopus,2-s2.0-84919921425
"Eric Feinstein, H., Tifrea, D., Sun, G., Popot, J.-L., de la Maza, L.M., Cocco, M.J.","56203246800; 8912293700; 57197195141; 7006405631; 7005158753; 7005213245","Long-Term Stability of a Vaccine Formulated with the Amphipol-Trapped Major Outer Membrane Protein from Chlamydia trachomatis",2014,"Journal of Membrane Biology",247,"9-10",,1053,1065,,10,10.1007/s00232-014-9693-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84911004807&partnerID=40&md5=f2db9ebb389c5199b1459d8c829c1b66",Article,Final,,Scopus,2-s2.0-84911004807
"Dai, H.L., Abdelkefi, A., Wang, L.","55879750900; 37101093200; 35106135200","Piezoelectric energy harvesting from concurrent vortex-induced vibrations and base excitations",2014,"Nonlinear Dynamics",77,"3",,967,981,,125,10.1007/s11071-014-1355-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905096674&partnerID=40&md5=4adb36e300e567972db87f949f0467a1",Article,Final,,Scopus,2-s2.0-84905096674
"Basu, A., Jaisankar, P., Kumar, G.S.","36985967800; 6603239924; 57220656019","Binding of novel 9-O-N-aryl/arylalkyl amino carbonyl methyl berberine analogs to poly(U)-poly(A)·poly(U) triplex and comparison to the duplex poly(A)-poly(U)",2014,"Molecular Biology Reports",41,"8",,5473,5483,,11,10.1007/s11033-014-3421-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905088720&partnerID=40&md5=e33a644fefa5f6924007fa6363d2563d",Article,Final,,Scopus,2-s2.0-84905088720
"Ray, S., Blaise, M., Roy, B., Ghosh, S., Kern, D., Banerjee, R.","57209945703; 6603894891; 55431197000; 56331759500; 7202523688; 57203069064","Fusion with anticodon binding domain of GluRS is not sufficient to alter the substrate specificity of a chimeric Glu-Q-RS",2014,"Protein Journal",33,"1",,48,60,,1,10.1007/s10930-013-9537-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898599057&partnerID=40&md5=c664cf99f5a3290248ffb4f51711f2dd",Article,Final,,Scopus,2-s2.0-84898599057
"Nagaraj, K., Sakthinathan, S., Arunachalam, S.","55191561100; 55212175600; 35610096500","Synthesis, CMC determination, antimicrobial activity and nucleic acid binding of a surfactant Copper(II) complex containing phenanthroline and alanine schiff-base",2014,"Journal of Fluorescence",24,"2",,589,598,,14,10.1007/s10895-013-1332-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898785058&partnerID=40&md5=a7ef053c6bf374ce8fc54c4b84ba914f",Article,Final,,Scopus,2-s2.0-84898785058
"He, R., He, H.-Y., Chao, D., Ju, X., Aluko, R.","55684326100; 55703110100; 55682234300; 8965927800; 6603059584","Effects of High Pressure and Heat Treatments on Physicochemical and Gelation Properties of Rapeseed Protein Isolate",2014,"Food and Bioprocess Technology",7,"5",,1344,1353,,63,10.1007/s11947-013-1139-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897917258&partnerID=40&md5=dbce11ec2cc42b66ad2408c7c38f9f99",Article,Final,,Scopus,2-s2.0-84897917258
"Bowman, P.B., Puett, D.","56092683300; 7102320250","Electron paramagnetic resonance spectroscopy of nitroxide-labeled calmodulin",2014,"Protein Journal",33,"3",,267,277,,2,10.1007/s10930-014-9559-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902879084&partnerID=40&md5=566266ee5f3f0a2c4edc3fa7dfa39bc2",Conference Paper,Final,,Scopus,2-s2.0-84902879084
"Nakano, F.","56255882400","Level Statistics for One-Dimensional Schrödinger Operators and Gaussian Beta Ensemble",2014,"Journal of Statistical Physics",156,"1",,66,93,,14,10.1007/s10955-014-0987-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902006374&partnerID=40&md5=5ff45c6f82c98d3a480b98df75a5a973",Article,Final,,Scopus,2-s2.0-84902006374
"Bordovitsyna, T.V., Tomilova, I.V.","6505919479; 55361521100","Secular Resonances in the Dynamic Evolution of Near-Earth Space Objects on Prolate Orbits",2014,"Russian Physics Journal",57,"4",,516,524,,3,10.1007/s11182-014-0269-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906098002&partnerID=40&md5=89c3e3ffa2375648fd9c24e9ad3c9c87",Article,Final,,Scopus,2-s2.0-84906098002
"Ashkenazi, D., Cvikel, D., Stern, A., Pasternak, A., Barkai, O., Aronson, A., Kahanov, Y.","6506990557; 26030916900; 57188536340; 56412514300; 15842976700; 55627433800; 8062121100","Archaeometallurgical Investigation of Joining Processes of Metal Objects from Shipwrecks: Three Test Cases",2014,"Metallography, Microstructure, and Analysis",3,"5",,349,362,,5,10.1007/s13632-014-0153-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910016288&partnerID=40&md5=661abbad6337c7417c31acd9178b6e2c",Article,Final,,Scopus,2-s2.0-84910016288
"Smolina, I.V., Frank-Kamenetskii, M.D.","6506907107; 7006136326","PNA openers and their applications for bacterial DNA diagnostics",2014,"Methods in Molecular Biology",1050,"",,121,130,,6,10.1007/978-1-62703-553-8_10,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892835951&partnerID=40&md5=bede5822cd74efe05744c2968aa0a4f0",Article,Final,,Scopus,2-s2.0-84892835951
"Kryvyi, O.F.","55279843100","Delaminated Interface Inclusion in a Piecewise Homogeneous Transversely Isotropic Space",2014,"Materials Science",50,"2",,245,253,,7,10.1007/s11003-014-9714-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925465012&partnerID=40&md5=9f01164e5a155c984b7d10dfc4b2a5d7",Article,Final,,Scopus,2-s2.0-84925465012
"Maximyuk, V.A., Storozhuk, E.A., Chernyshenko, I.S.","7003824926; 6602071989; 7003866488","Stress State of Flexible Composite Shells with Reinforced Holes",2014,"International Applied Mechanics",50,"5",,558,565,,6,10.1007/s10778-014-0654-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925481232&partnerID=40&md5=e891dcdae9b3baee15ab48ccfb681efb",Article,Final,,Scopus,2-s2.0-84925481232
"Hagihara, M.","7004384116","Guanine-tethered antisense oligonucleotides as synthetic riboregulators",2014,"Methods in Molecular Biology",1111,"",,197,207,,1,10.1007/978-1-62703-755-6_14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84934436529&partnerID=40&md5=848353a31899db1c7513f5ab0be08731",Article,Final,,Scopus,2-s2.0-84934436529
"Kalam, M., Farhad, N., Hossein, S.M.","11640819700; 55959657100; 8354223500","Geodesic Study of a Charged Black Hole",2014,"International Journal of Theoretical Physics",53,"1",,339,349,,4,10.1007/s10773-013-1814-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84892443672&partnerID=40&md5=159ac8a4473021158749878ee39eef78",Article,Final,,Scopus,2-s2.0-84892443672
"Kumar, R., Kumar, S., Shukla, D., Raw, R.S., Kaiwartya, O.","55707347700; 55500533100; 56183411700; 36343940800; 55904487200","Geometrical Localization Algorithm for Three Dimensional Wireless Sensor Networks",2014,"Wireless Personal Communications",79,"1",,249,264,,15,10.1007/s11277-014-1852-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910018532&partnerID=40&md5=bb1c07eb0e0dba6a582518d4e9afda11",Article,Final,,Scopus,2-s2.0-84910018532
"Cianci, R., Agostino, B., Sburlati, R.","7005577641; 56181961200; 6603350451","The Diffusion Problem of Toxic Gases in a Tunnel. The Pump Absorption Model",2014,"Acta Applicandae Mathematicae",132,"1",,,,,,10.1007/s10440-014-9896-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919878328&partnerID=40&md5=4dba84e31c9f35cd0fcfb96122287cb2",Article,Final,,Scopus,2-s2.0-84919878328
"Thaz, C.J., Jayaraman, G.","56045196200; 7004518802","Stability and detergent compatibility of a predominantly β-sheet serine protease from halotolerant B. aquimaris VITP4 strain",2014,"Applied Biochemistry and Biotechnology",172,"2",,687,700,,15,10.1007/s12010-013-0524-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84894452780&partnerID=40&md5=1b187e8fe810b1793606c05cbc9f58f3",Article,Final,,Scopus,2-s2.0-84894452780
"Bai, W., Zhou, C., Xue, Y., Huang, C.-H., Guo, R.-T., Ma, Y.","16303045400; 53879248900; 7402270781; 37101530900; 8570915100; 7404700526","Three-dimensional structure of an alkaline xylanase Xyn11A-LC from alkalophilic Bacillus sp. SN5 and improvement of its thermal performance by introducing arginines substitutions",2014,"Biotechnology Letters",36,"7",,1495,1501,,9,10.1007/s10529-014-1512-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902261117&partnerID=40&md5=f082449cc4dbb1aed5f3f0e5fe5077e7",Article,Final,,Scopus,2-s2.0-84902261117
"Li, J., Yen, F., Zheng, S., Wang, S.","55720585200; 8268836000; 55897447800; 35304042300","Electromagnetic forces of high-T<inf>c</inf> superconducting coated conductor coils subjected to sinusoidal traveling magnetic fields",2014,"Journal of Low Temperature Physics",174,"1-2",,87,95,,4,10.1007/s10909-013-0952-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84891626790&partnerID=40&md5=b005f5aa60541663bcd95dd79711fc53",Article,Final,,Scopus,2-s2.0-84891626790
"Sarma, D., Patgiri, M., Ahmed, F.U.","56219634300; 56022677700; 55509840600","Pure radiation metric with stable closed timelike curves",2014,"General Relativity and Gravitation",46,"1", 1633,1,9,,16,10.1007/s10714-013-1633-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893248155&partnerID=40&md5=2777fd55fc59b5815a86b0a8f2f292d2",Article,Final,,Scopus,2-s2.0-84893248155
"Herrera, L.","56284290700","Radiation and vorticity: The missing link",2014,"General Relativity and Gravitation",46,"1", 1654,1,7,,12,10.1007/s10714-013-1654-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84890261002&partnerID=40&md5=6cb4656d2c833d2d25af9845411d58b7",Letter,Final,,Scopus,2-s2.0-84890261002
"Lee, S., Davies, A.R., Bahal, S., Cocker, D.M., Bonanomi, G., Thompson, J., Efthimiou, E.","56049984900; 57213701338; 57217384887; 36438046700; 6602483817; 7405821761; 25123714600","Comparison of gastrojejunal anastomosis techniques in laparoscopic Roux-en-Y gastric bypass: Gastrojejunal stricture rate and effect on subsequent weight loss",2014,"Obesity Surgery",24,"9",,1425,1429,,15,10.1007/s11695-014-1219-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906265847&partnerID=40&md5=2ed5dbda595bc44a0f7e4ac1b1a01a14",Article,Final,,Scopus,2-s2.0-84906265847
"Kubenko, V.D., Koval’chuk, P.S.","7006392667; 56426562100","Modeling the Nonlinear Interaction of Standing and Traveling Bending Waves in Fluid-Filled Cylindrical Shells Subject to Internal Resonances",2014,"International Applied Mechanics",50,"4",,353,364,,13,10.1007/s10778-014-0639-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919793618&partnerID=40&md5=7ed39846b55c903e30bd34b59fe79a72",Article,Final,,Scopus,2-s2.0-84919793618
"Singh, K.K., Jain, R., Ramanan, H., Saini, D.K.","57209147770; 56212960800; 45961423000; 20434704000","Matrix-Assisted Refolding, Purification and Activity Assessment Using a ‘Form Invariant’ Assay for Matrix Metalloproteinase 2 (MMP2)",2014,"Molecular Biotechnology",56,"12",,1121,1132,,4,10.1007/s12033-014-9792-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84920252575&partnerID=40&md5=49ce306407822d36890407195c797ea7",Article,Final,,Scopus,2-s2.0-84920252575
"Ghosh, G., Panicker, L.","56248628100; 8865082300","Interactions of human hemoglobin with charged ligand-functionalized iron oxide nanoparticles and effect of counterions",2014,"Journal of Nanoparticle Research",16,"12", 2800,,,,6,10.1007/s11051-014-2800-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84919724046&partnerID=40&md5=b249637b60fdb3d5464b159b26423c2c",Article,Final,,Scopus,2-s2.0-84919724046
"Peng, H., Jiang, X., Chen, B.","36940868700; 56003283700; 7408609581","Optimal nonlinear feedback control of spacecraft rendezvous with finite low thrust between libration orbits",2014,"Nonlinear Dynamics",76,"2",,1611,1632,,26,10.1007/s11071-013-1233-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899648785&partnerID=40&md5=dd407b247ef5093d5a7ff3d8271227f3",Article,Final,,Scopus,2-s2.0-84899648785
"Mityushev, V.","55974976500","Applications of functional equations to Dirichlet problem for doubly connected domains",2014,"Springer Optimization and Its Applications",95,"",,315,325,,1,10.1007/978-1-4939-1246-9_14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035777817&partnerID=40&md5=cdbd06bee0e6e073ebcc31ba06c6897d",Book Chapter,Final,,Scopus,2-s2.0-85035777817
"Yan, M.C., Lam, C.M., Lauer, S.","7402522892; 7402990959; 22980197800","Return Migrant or Diaspora: An Exploratory Study of New-Generation Chinese-Canadian Youth Working in Hong Kong",2014,"Journal of International Migration and Integration",15,"2",,179,196,,5,10.1007/s12134-013-0274-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898055041&partnerID=40&md5=d8af0e60d13b3131677cbc455c961b5a",Article,Final,,Scopus,2-s2.0-84898055041
"Rajasekaran, S.","7006885649","Analysis of curved beams using a new differential transformation based curved beam element",2014,"Meccanica",49,"4",,863,886,,19,10.1007/s11012-013-9835-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897022678&partnerID=40&md5=a2555a115bff41f35b7c8a9c46dddbfb",Article,Final,,Scopus,2-s2.0-84897022678
"Yuan, X.-C., Pun, C.-M.","36562860900; 7003931852","Feature extraction and local Zernike moments based geometric invariant watermarking",2014,"Multimedia Tools and Applications",72,"1",,777,799,,19,10.1007/s11042-013-1405-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905981410&partnerID=40&md5=3eb5691f232d636a10b2086a2d6c9781",Article,Final,,Scopus,2-s2.0-84905981410
"Schwartz, S.H., Caprara, G.V., Vecchione, M., Bain, P., Bianchi, G., Caprara, M.G., Cieciuch, J., Kirmanoglu, H., Baslevent, C., Lönnqvist, J.-E., Mamali, C., Manzi, J., Pavlopoulos, V., Posnova, T., Schoen, H., Silvester, J., Tabernero, C., Torres, C., Verkasalo, M., Vondráková, E., Welzel, C., Zaleski, Z.","7403606009; 7006408578; 22982346400; 7006788953; 8745948600; 6603631224; 57212056110; 56035256500; 6603193104; 7102809411; 6506591687; 6701440294; 6504526976; 55854260300; 7006886875; 7006743583; 6701370216; 57208455484; 56362902000; 55854124900; 6602585494; 7801695903","Basic Personal Values Underlie and Give Coherence to Political Values: A Cross National Study in 15 Countries",2014,"Political Behavior",36,"4",,899,930,,51,10.1007/s11109-013-9255-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912046548&partnerID=40&md5=6ff38b03aba4474807e35845a7b36c7c",Article,Final,,Scopus,2-s2.0-84912046548
"Sharif, M., Tahir, H.","7102307552; 36994125100","Tilted and non-tilted Gödel-type universe",2014,"Astrophysics and Space Science",353,"1",,267,270,,1,10.1007/s10509-014-2018-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905368437&partnerID=40&md5=6e6d009c540634338bae29c794814cd1",Article,Final,,Scopus,2-s2.0-84905368437
"Ghahghaei, A., Mohammadian, S.","15757477900; 56305234200","The effect of Arg on the structure perturbation and chaperone activity of α-crystallin in the presence of the crowding agent, dextran",2014,"Applied Biochemistry and Biotechnology",174,"2",,739,750,,5,10.1007/s12010-014-1092-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906948451&partnerID=40&md5=d2aca862724cbd5f1c586301b0cbbfc1",Article,Final,,Scopus,2-s2.0-84906948451
"Suez-Sales, M.G.","56669871400","The intern: An instructional case focusing on ethics for tax services",2014,"Journal of the International Academy for Case Studies",20,"2",,99,106,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962529754&partnerID=40&md5=936a70ba360e6dc018fbfc8c283d52aa",Article,Final,,Scopus,2-s2.0-84962529754
"Suez-Sales, M.G.","56669871400","The intern: An instructional case focusing on ethics for tax services",2014,"Journal of the International Academy for Case Studies",20,"1",,111,114,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930444830&partnerID=40&md5=a2a6a4a8d8a54edb7ee892973303e233",Article,Final,,Scopus,2-s2.0-84930444830
"Akbarzadeh, M., Birouk, M.","55917861000; 6602592836","Liftoff of a co-Flowing non-Premixed turbulent methane flame: Effect of the fuel nozzle orifice geometry",2014,"Flow, Turbulence and Combustion",92,"4",,903,929,,10,10.1007/s10494-014-9537-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901304552&partnerID=40&md5=1a4d1e7d975bf7016b3685c202d0d8eb",Article,Final,,Scopus,2-s2.0-84901304552
"Qi, R., Xu, S.J.","55201399900; 55508606100","Applications of lagrangian coherent structures to expression of invariant manifolds in astrodynamics",2014,"Astrophysics and Space Science",351,"1",,125,133,,8,10.1007/s10509-014-1819-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897571142&partnerID=40&md5=d6e9abde338311e07f5e936e3a155152",Article,Final,,Scopus,2-s2.0-84897571142
"Millar, B.","26027969600","The phenomenological directness of perceptual experience",2014,"Philosophical Studies",170,"2",,235,253,,9,10.1007/s11098-013-0210-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905054294&partnerID=40&md5=9c86d3eb50aa3dc178bb4811e29e0dff",Article,Final,,Scopus,2-s2.0-84905054294
"Kothari, M., Postlethwaite, I., Gu, D.-W.","55807803900; 35238235600; 36719218400","Uav path following in windy urban environments",2014,"Journal of Intelligent and Robotic Systems: Theory and Applications",74,"3-4",,1013,1028,,37,10.1007/s10846-013-9873-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905650382&partnerID=40&md5=7d662f8b5cc14deb8c514c898bac023d",Article,Final,,Scopus,2-s2.0-84905650382
"Kaur, P.K., Supin, J.S., Rashmi, S., Singh, S.","55183505300; 56189487700; 57202740300; 24532275700","Chemical- and thermal-induced unfolding of Leishmania donovani ribose-5-phosphate isomerase B: A single-tryptophan protein",2014,"Applied Biochemistry and Biotechnology",173,"7",,1870,1884,,4,10.1007/s12010-014-0973-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906058494&partnerID=40&md5=e17247deff8c26239feab1b68e46d590",Article,Final,,Scopus,2-s2.0-84906058494
"Singla, B., Chakraborti, A., Sharma, B.K., Kapil, S., Chawla, Y.K., Arora, S.K., Das, A., Dhiman, R.K., Duseja, A.","35238874400; 7005107554; 55793190616; 36620389400; 24310061500; 57213211019; 7403597168; 35600375300; 6603830533","Levels of hepatitis B virus replicative intermediate in serum samples of chronic hepatitis B patients",2014,"Molecular Biology Reports",41,"7",,4689,4696,,8,10.1007/s11033-014-3339-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903396242&partnerID=40&md5=3e1797b6d6f721b977a8ed37ef99e5a1",Article,Final,,Scopus,2-s2.0-84903396242
"Li, G., Fu, L., Jiang, J., Ping, Y., Huang, Y., Wang, Y.","55619293408; 56033997700; 56032820500; 56032985200; 56033565100; 36465934500","siRNA Combinations Mediate Greater Suppression of Hepatitis B virus Replication in Mice",2014,"Cell Biochemistry and Biophysics",69,"3",,641,647,,9,10.1007/s12013-014-9846-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84902370986&partnerID=40&md5=d39e16bd724807158a8e0b5bfec69fd6",Article,Final,,Scopus,2-s2.0-84902370986
"Narayan, A., Singh, N.","8623376500; 56089325500","Resonance stability of triangular equilibrium points in elliptical restricted three body problem under the radiating primaries",2014,"Astrophysics and Space Science",353,"2",,441,455,,4,10.1007/s10509-014-2085-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84939883207&partnerID=40&md5=d2a23fa8a60542b3b6418296c4e6dcb8",Article,Final,,Scopus,2-s2.0-84939883207
"Kumar, J., Gupta, N.","57201467816; 55449335500","Performance analysis of dielectric resonator antennas",2014,"Wireless Personal Communications",75,"2",,1029,1049,,21,10.1007/s11277-013-1406-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84898804555&partnerID=40&md5=74933d1e48acd67b379ac26c4329d594",Article,Final,,Scopus,2-s2.0-84898804555
"Das, D., Das, S., Ishtiaque, S.M.","8513240600; 57198673993; 7006059504","Optimal design of nonwoven air filter media: Effect of fibre shape",2014,"Fibers and Polymers",15,"7",,1456,1461,,15,10.1007/s12221-014-1456-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904974092&partnerID=40&md5=8d663a536991979934ef9608e5b98a39",Article,Final,,Scopus,2-s2.0-84904974092
"Stasyuk, B.M.","6508070815","Influence of a gas-filled cavity of complex shape on stresses in the vicinity of a neighboring crack",2014,"Materials Science",49,"6",,734,742,,,10.1007/s11003-014-9668-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84906327646&partnerID=40&md5=efb2504f6e4087b7af33dce40154b417",Article,Final,,Scopus,2-s2.0-84906327646
"Khokhar, S., Agarwal, T., Gupta, S., Sehra, S., Panda, A.","55392822000; 7003421921; 55495154700; 55951527600; 7101870371","Shifting bubble-guided sutureless technique for performing descemetorhexis for retained Descemet's membrane after penetrating keratoplasty",2014,"International Ophthalmology",34,"1",,125,128,,1,10.1007/s10792-013-9746-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84895791133&partnerID=40&md5=818011efdf655f2117085b162b515591",Article,Final,,Scopus,2-s2.0-84895791133
"Valsecchi, G.B., Alessi, E.M., Rossi, A.","7003571367; 25625908100; 55493499600","The geometry of impacts on a synchronous planetary satellite",2014,"Celestial Mechanics and Dynamical Astronomy",119,"3-4",,257,270,,1,10.1007/s10569-014-9571-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84905757255&partnerID=40&md5=788423dc9bb861304d43e4e816116755",Article,Final,,Scopus,2-s2.0-84905757255
"Singh, J., Taura, J.J.","57215131037; 55349606200","Effects of axis-symmetric body, zonal harmonic and potential from a belt on the stability of triangular libration points in the CR3BP",2014,"Astrophysics and Space Science",352,"2",,461,466,,1,10.1007/s10509-014-1959-y,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904460094&partnerID=40&md5=0dc0da92c2ef16d1c69d8b1b932aa813",Article,Final,,Scopus,2-s2.0-84904460094
"Grigorenko, Ya.M., Rozhok, L.S.","35617175300; 6602283475","Applying discrete fourier series to solve problems of the stress state of hollow noncircular cylinders",2014,"International Applied Mechanics",50,"2",,105,127,,13,10.1007/s10778-014-0616-z,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84904183620&partnerID=40&md5=ce722f8230801f0a3c0d99d8622b01c8",Article,Final,,Scopus,2-s2.0-84904183620
"Wu, Q., Li, S., Fu, X., Yang, T., Chen, H., Guan, Y., Xie, B., Sun, Z.","57189992010; 56013433600; 56012587400; 55603334400; 55544293600; 55545103800; 8921061700; 57218134278","Spectroscopic Studies on Binding of Lotus Seedpod Oligomeric Procyanidins to Bovine Serum Albumin",2014,"Journal of Applied Spectroscopy",80,"6",,884,892,,5,10.1007/s10812-014-9860-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893744487&partnerID=40&md5=5050e4ab55a20f4866efb44b039b74cc",Article,Final,,Scopus,2-s2.0-84893744487
"Unger, D.J.","7005304476","Contact Transform for the Biharmonic Equation Applicable to Plane Stress Elastoplastic Elliptical Hole Problems",2014,"Journal of Elasticity",117,"2",,139,161,,1,10.1007/s10659-014-9468-3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84912027718&partnerID=40&md5=9aa210153fe4dac970d851c62c1d32d1",Article,Final,,Scopus,2-s2.0-84912027718
"Bunimovich, L.A.","7003927879","Fine Structure of Sticky Sets in Mushroom Billiards",2014,"Journal of Statistical Physics",154,"1-2",,421,431,,6,10.1007/s10955-013-0898-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84893805964&partnerID=40&md5=a72d8e02174bce40655b40a66be5f45c",Article,Final,,Scopus,2-s2.0-84893805964
"Fatima, S., Ajmal, R., Badr, G., Khan, R.H.","14422093100; 56190365000; 35338908600; 7201673894","Harmful Effect of Detergents on Lipase",2014,"Cell Biochemistry and Biophysics",70,"2",,759,763,,8,10.1007/s12013-014-9978-4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84924070613&partnerID=40&md5=1f1bc5190ac6dc4f161aa3ba6e432708",Article,Final,,Scopus,2-s2.0-84924070613
"Farajollahi, H., Ravanpak, A.","6506167850; 35194671900","A 5D holographic dark energy in DGP-BRANE cosmology",2014,"Astrophysics and Space Science",349,"2",,961,966,,6,10.1007/s10509-013-1598-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84901280990&partnerID=40&md5=82e0e0a17c7a9b6815841f70a9b9c4fd",Article,Final,,Scopus,2-s2.0-84901280990
